file,has_external_call,updates_state,is_payable,has_reentrancy_guard,has_loop,has_array_ops,has_selfdestruct,has_tx_origin,has_unchecked_call,has_overflow_risk,has_block_dependency,has_delegatecall,has_msg_value,has_fallback,label
24985.sol,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
39395.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
36645.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
33209.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36334.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
39705.sol,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1
40408.sol,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
661.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22675.sol,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1
37707.sol,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
31443.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39068.sol,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1
34287.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40042.sol,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1
36636.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
38553.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32474.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
34406.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40299.sol,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
213.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31599.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33512.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
678.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
516.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22608.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
33216.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36329.sol,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
40298.sol,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
33205.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
43012.sol,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
33888.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33684.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39079.sol,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1
38967.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
40741.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
36815.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36743.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
1086.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38371.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
33268.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35328.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33493.sol,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1
36477.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
36533.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
37474.sol,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1
33221.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
36514.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
425.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
33876.sol,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1
33640.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32555.sol,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
35708.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
44995.sol,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1
32042.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
168.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
38027.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
36745.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34873.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32557.sol,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
33774.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1076.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
35448.sol,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1
44865.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1
31893.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
33866.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1
31627.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
32611.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
44307.sol,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
464.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39399.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
32955.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33947.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
33657.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39140.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
34456.sol,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
22629.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
37858.sol,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1
33532.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
35286.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40367.sol,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
1470.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
1430.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
33193.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
38528.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
37093.sol,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1
31562.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40400.sol,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
34247.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32072.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35904.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
37194.sol,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1
34973.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35276.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
38686.sol,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
450.sol,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
1064.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
23081.sol,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
34014.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23387.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
34404.sol,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1
34832.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40048.sol,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1
33954.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
34420.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33231.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36521.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
38657.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
34319.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40343.sol,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1
1009.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
31530.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34608.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
23087.sol,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
39397.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
32622.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39962.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
20025.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
34402.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31415.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32023.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34036.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34764.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39459.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
21760.sol,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
37200.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
24501.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
32051.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23803.sol,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1
40054.sol,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1
35467.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
32172.sol,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1
34648.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
21999.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
37134.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
35447.sol,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1
33371.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
39933.sol,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1
32925.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
43136.sol,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32434.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33516.sol,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
44156.sol,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
37533.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
45053.sol,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1
38372.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
1710.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
36175.sol,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1
39392.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
801.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
38932.sol,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
33424.sol,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
348.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
38231.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32985.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35115.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33839.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
31652.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38689.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
35177.sol,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1
33121.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38724.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
40296.sol,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
31560.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35335.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32049.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34403.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35518.sol,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1
38787.sol,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1
35444.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
461.sol,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
37499.sol,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
37534.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
22474.sol,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1
39113.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1023.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
43896.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39469.sol,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
35525.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32483.sol,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
31895.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
36690.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35591.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39492.sol,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
44994.sol,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1
36664.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33746.sol,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1
40241.sol,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1
39400.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
31558.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3.sol,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
39901.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
21241.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1
35533.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
44099.sol,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
32838.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
36845.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1707.sol,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1
222.sol,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1
39127.sol,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1
31356.sol,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1
317.sol,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
33916.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32742.sol,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
35016.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36517.sol,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1
33007.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33406.sol,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
38865.sol,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
40044.sol,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1
36406.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
289.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40089.sol,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1
35838.sol,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
31564.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32467.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39396.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
34929.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
36185.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33212.sol,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
24007.sol,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1
38637.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
33556.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35270.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32812.sol,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1
38529.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
1055.sol,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
38550.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
34463.sol,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1
36209.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34225.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33474.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
261.sol,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
33636.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32522.sol,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
35757.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
34517.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36494.sol,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
43087.sol,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
40743.sol,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1
35511.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40204.sol,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
33104.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
268.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
43775.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
32909.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
33927.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1620.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
1489.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
21084.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
43422.sol,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
34122.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
40294.sol,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
35318.sol,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
33889.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39402.sol,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
21390.sol,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1
32392.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39956.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
24601.sol,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1
33176.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33103.sol,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1
265.sol,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1
39146.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
40396.sol,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
20189.sol,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
32605.sol,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1
35878.sol,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1
844.sol,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
34321.sol,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
35780.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38524.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
45064.sol,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
930.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
33118.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1482.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
22854.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
32832.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33679.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35719.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31442.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33053.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39380.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
165.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
43047.sol,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1
33450.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
35075.sol,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1
24997.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
32091.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
31890.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
22074.sol,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1
34445.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
22635.sol,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
33390.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36958.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39890.sol,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1
21521.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22271.sol,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
44336.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
31446.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35513.sol,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
37604.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
24802.sol,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
32701.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
44673.sol,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1
35004.sol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40399.sol,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
22572.sol,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
36035.sol,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1
90.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
35892.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
37139.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
40561.sol,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
39902.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
31694.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33488.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34999.sol,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1
520.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
22533.sol,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1
1011.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
24517.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
37450.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39207.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
38912.sol,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1
34606.sol,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1
35721.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39327.sol,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1
31956.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35078.sol,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1
31453.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31888.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
336.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
38430.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
40735.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39319.sol,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1
36090.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
21080.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
34411.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
458.sol,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
33690.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
37055.sol,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
35334.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35365.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
40747.sol,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
39994.sol,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
32305.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34061.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
37991.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33922.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34904.sol,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1
1331.sol,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1
1030.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
37518.sol,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1
33873.sol,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
39512.sol,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
33745.sol,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1
38673.sol,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
33464.sol,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
36012.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
43557.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
10.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31981.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38497.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38719.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
39388.sol,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
34660.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36183.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
36795.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22813.sol,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
31857.sol,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1
39178.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
34911.sol,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
31619.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22078.sol,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
39951.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
39375.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
33893.sol,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1
31604.sol,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
33234.sol,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
34477.sol,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
40469.sol,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1
33527.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
44583.sol,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1
34407.sol,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
40407.sol,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
33742.sol,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39607.sol,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
